Título,balance-electrico_2022_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sistema eléctrico,PENINSULAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnitudes,GWh,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,,,,,,,,,,,,,,,
Generación no renovable,"127376,84950899998","147496,9034665001","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002",-,"10318,612258","10318,612258","10318,612258","10318,612258","10318,612258","10318,612258","10318,612258","10318,612258","10318,612258"
Consumos en bombeo,"-4317,786572999999","-6095,316172","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773",-,"-948,646113","-948,646113","-948,646113","-948,646113","-948,646113","-948,646113","-948,646113","-948,646113","-948,646113"
Enlace Península-Baleares,"-890,2289669999999","-602,733704","-602,733704","-602,733704","-602,733704","-602,733704","-602,733704","-602,733704","-602,733704","-602,733704",-,-,-,-,-,,,,,,,,,,,,,
Importación Francia,"11931,251116000001","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363",-,-,-,-,-,-,-,-,-,-
Importación Portugal,"4791,77415","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002",-,-,-,-,-,-,-,-,-,-
Importación Marruecos,"688,1859300000001","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124",-,-,-,-,-,-,-,-,-,-
Importación Andorra,"0,01216","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785",-,-,-,-,-,-,-,-,-,-
Exportación Francia,"-6280,765213000001","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752","-13379,618752",-,-,-,-,-,-,-,-,-,-
Exportación Portugal,"-9543,490542","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475","-12315,198475",-,-,-,-,-,-,-,-,-,-
Exportación Marruecos,"-509,39259999999996","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953","-1852,73953",-,-,-,-,-,-,-,-,-,-
Exportación Andorra,"-225,13509","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297","-285,65297",-,-,-,-,-,-,-,-,-,-
Saldo I. internacionales,"852,4399109999999","-19801,6895","-19801,6895","-1313,838207","-19801,6895","-1313,838207","-19801,6895","-1313,838207","-19801,6895","-1313,838207","-19801,6895","-1313,838207","-19801,6895","-1313,838207","-19801,6895","-1313,838207","-19801,6895","-1313,838207",-,"-922,713222","-922,713222","-922,713222","-922,713222","-922,713222","-922,713222","-922,713222","-922,713222","-922,713222"
Demanda en b.c.,"242545,7202610008","235547,52995900018","235547,52995900018","20301,23267","235547,52995900018","20301,23267","235547,52995900018","20301,23267","235547,52995900018","20301,23267","235547,52995900018","20301,23267","235547,52995900018","20301,23267","235547,52995900018","20301,23267","235547,52995900018","20301,23267",-,"21984,391386","21984,391386","21984,391386","21984,391386","21984,391386","21984,391386","21984,391386","21984,391386","21984,391386"
Hidráulica,"29622,965793999898","17903,576566","17903,576566","1923,714557","17903,576566","1923,714557","17903,576566","1923,714557","17903,576566","1923,714557","17903,576566","1923,714557","17903,576566","1923,714557","17903,576566","1923,714557","17903,576566","1923,714557",-,"3859,465952","3859,465952","3859,465952","3859,465952","3859,465952","3859,465952","3859,465952","3859,465952","3859,465952"
Eólica,"59204,859854","59819,6891369999","59819,6891369999","4687,840198","59819,6891369999","4687,840198","59819,6891369999","4687,840198","59819,6891369999","4687,840198","59819,6891369999","4687,840198","59819,6891369999","4687,840198","59819,6891369999","4687,840198","59819,6891369999","4687,840198",-,"7457,112343000001","7457,112343000001","7457,112343000001","7457,112343000001","7457,112343000001","7457,112343000001","7457,112343000001","7457,112343000001","7457,112343000001"
Solar fotovoltaica,"20529,989440999998","27318,894988","27318,894988","3352,9741200000003","27318,894988","3352,9741200000003","27318,894988","3352,9741200000003","27318,894988","3352,9741200000003","27318,894988","3352,9741200000003","27318,894988","3352,9741200000003","27318,894988","3352,9741200000003","27318,894988","3352,9741200000003",-,"1740,831217","1740,831217","1740,831217","1740,831217","1740,831217","1740,831217","1740,831217","1740,831217","1740,831217"
Solar térmica,"4705,524869","4123,192828","4123,192828","621,247495","4123,192828","621,247495","4123,192828","621,247495","4123,192828","621,247495","4123,192828","621,247495","4123,192828","621,247495","4123,192828","621,247495","4123,192828","621,247495",-,"119,50775900000001","119,50775900000001","119,50775900000001","119,50775900000001","119,50775900000001","119,50775900000001","119,50775900000001","119,50775900000001","119,50775900000001"
Hidroeólica,"1,917174","1,917174","1,917174","1,917174","1,917174","1,917174","1,917174","1,917174","1,6495039999999999","1,6495039999999999","1,6495039999999999","1,6495039999999999","1,6495039999999999",,,,,,,,,,,,,,,
Otras renovables,"4710,2418370000005","4646,213341","4646,213341","397,336793","4646,213341","397,336793","4646,213341","397,336793","4646,213341","397,336793","4646,213341","397,336793","4646,213341","397,336793","4646,213341","397,336793","4646,213341","397,336793",-,"290,44284999999996","290,44284999999996","290,44284999999996","290,44284999999996","290,44284999999996","290,44284999999996","290,44284999999996","290,44284999999996","290,44284999999996"
Residuos renovables,"750,864586","738,7990085","738,7990085","79,96414750000001","738,7990085","79,96414750000001","738,7990085","79,96414750000001","738,7990085","79,96414750000001","738,7990085","79,96414750000001","738,7990085","79,96414750000001","738,7990085","79,96414750000001","738,7990085","79,96414750000001",-,"68,128838","68,128838","68,128838","68,128838","68,128838","68,128838","68,128838","68,128838","68,128838"
Generación renovable,"119524,4463809999","114550,3658684999","114550,3658684999","11064,9944845","114550,3658684999","11064,9944845","114550,3658684999","11064,9944845","114550,3658684999","11064,9944845","114550,3658684999","11064,9944845","114550,3658684999","11064,9944845","114550,3658684999","11064,9944845","114550,3658684999","11064,9944845",-,"13537,138463","13537,138463","13537,138463","13537,138463","13537,138463","13537,138463","13537,138463","13537,138463","13537,138463"
Turbinación bombeo,"2649,3242609999998","3776,1758250000003","3776,1758250000003","300,01769","3776,1758250000003","300,01769","3776,1758250000003","300,01769","3776,1758250000003","300,01769","3776,1758250000003","300,01769","3776,1758250000003","300,01769","3776,1758250000003","300,01769","3776,1758250000003","300,01769",-,"542,7974499999999","542,7974499999999","542,7974499999999","542,7974499999999","542,7974499999999","542,7974499999999","542,7974499999999","542,7974499999999","542,7974499999999"
Nuclear,"54041,019731","55983,610878","55983,610878","4066,355361","55983,610878","4066,355361","55983,610878","4066,355361","55983,610878","4066,355361","55983,610878","4066,355361","55983,610878","4066,355361","55983,610878","4066,355361","55983,610878","4066,355361",-,"5086,763589","5086,763589","5086,763589","5086,763589","5086,763589","5086,763589","5086,763589","5086,763589","5086,763589"
Ciclo combinado,"37587,586126999995","60561,808776","60561,808776","3713,639285","60561,808776","3713,639285","60561,808776","3713,639285","60561,808776","3713,639285","60561,808776","3713,639285","60561,808776","3713,639285","60561,808776","3713,639285","60561,808776","3713,639285",-,"2708,426785","2708,426785","2708,426785","2708,426785","2708,426785","2708,426785","2708,426785","2708,426785","2708,426785"
Carbón,"4938,545379","7686,401328","7686,401328","527,154558","7686,401328","527,154558","7686,401328","527,154558","7686,401328","527,154558","7686,401328","527,154558","7686,401328","527,154558","7686,401328","527,154558","7686,401328","527,154558",-,"296,207262","296,207262","296,207262","296,207262","296,207262","296,207262","296,207262","296,207262","296,207262"
Motores diésel,"215,84438","215,84438","215,84438","215,84438","215,84438","215,84438","215,84438","215,84438","186,63170399999998","186,63170399999998","186,63170399999998","186,63170399999998","186,63170399999998",,,,,,,,,,,,,,,
Turbina de gas,"42,307777","42,307777","42,307777","42,307777","42,307777","42,307777","42,307777","42,307777","64,152798","64,152798","64,152798","64,152798","64,152798",,,,,,,,,,,,,,,
Turbina de vapor,"86,849653","86,849653","86,849653","86,849653","86,849653","86,849653","86,849653","86,849653","118,030389","118,030389","118,030389","118,030389","118,030389",,,,,,,,,,,,,,,
Fuel + Gas,"-0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-0,000001","-0,000001","-0,000001","-0,000001","-0,000001","-0,000001","-0,000001","-0,000001","-0,000001"
Cogeneración,"26048,708853999997","17727,8542890001","17727,8542890001","1870,740241","17727,8542890001","1870,740241","17727,8542890001","1870,740241","17727,8542890001","1870,740241","17727,8542890001","1870,740241","17727,8542890001","1870,740241","17727,8542890001","1870,740241","17727,8542890001","1870,740241",-,"1212,211068","1212,211068","1212,211068","1212,211068","1212,211068","1212,211068","1212,211068","1212,211068","1212,211068"
Residuos no renovables,"2111,665158","1761,0523705","1761,0523705","170,5851775","1761,0523705","170,5851775","1761,0523705","170,5851775","1761,0523705","170,5851775","1761,0523705","170,5851775","1761,0523705","170,5851775","1761,0523705","170,5851775","1761,0523705","170,5851775",-,"103,39121300000001","103,39121300000001","103,39121300000001","103,39121300000001","103,39121300000001","103,39121300000001","103,39121300000001","103,39121300000001","103,39121300000001"
Generación no renovable,"127376,84950899998","147496,9034665001","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002","147496,9034665001","10993,494122500002",-,"10318,612258","10318,612258","10318,612258","10318,612258","10318,612258","10318,612258","10318,612258","10318,612258","10318,612258"
Consumos en bombeo,"-4317,786572999999","-6095,316172","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773","-6095,316172","-443,41773",-,"-948,646113","-948,646113","-948,646113","-948,646113","-948,646113","-948,646113","-948,646113","-948,646113","-948,646113"
Importación Francia,"11931,251116000001","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363","4549,001363",-,-,-,-,-,-,-,-,-,-
Importación Portugal,"4791,77415","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002","3059,6197740000002",-,-,-,-,-,-,-,-,-,-
Importación Marruecos,"688,1859300000001","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124","422,89124",-,-,-,-,-,-,-,-,-,-
Importación Andorra,"0,01216","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785","0,00785",-,-,-,-,-,-,-,-,-,-
